event_index,session_id,run_id,wall_time_iso,wall_time_ns,monotonic_ns,exchange_tick,round,day,symbol,trade_px,trade_qty,mid_at_trade,spread_at_trade,time_since_last_A_news,latest_known_eps_for_A
26622,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:07.279423+00:00,1775347807279423000,165233918283125,1525,,,A,921,37,918.5,-5.0,25.757168667,1.1315184509526777
26623,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:07.282519+00:00,1775347807282519000,165233921379250,1525,,,A,920,52,918.5,-5.0,25.760264792,1.1315184509526777
26624,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:07.282616+00:00,1775347807282616000,165233921476125,1525,,,A,919,67,918.5,-5.0,25.760361667,1.1315184509526777
26625,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:07.282709+00:00,1775347807282709000,165233921568958,1525,,,A,919,11,918.5,-5.0,25.7604545,1.1315184509526777
26823,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:09.682409+00:00,1775347809682409000,165236321275958,1525,,,A,916,37,915.0,-2.0,28.1601615,1.1315184509526777
26824,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:09.685552+00:00,1775347809685552000,165236324418916,1525,,,A,915,52,915.0,-2.0,28.163304458,1.1315184509526777
26825,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:09.688672+00:00,1775347809688672000,165236327539000,1525,,,A,915,78,915.0,-2.0,28.166424542,1.1315184509526777
26876,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:10.282108+00:00,1775347810282108000,165236920975833,1525,,,A,918,37,916.5,-3.0,28.759861375,1.1315184509526777
26877,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:10.282212+00:00,1775347810282212000,165236921080333,1525,,,A,917,52,916.5,-3.0,28.759965875,1.1315184509526777
26878,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:10.282309+00:00,1775347810282309000,165236921177500,1525,,,A,916,67,916.5,-3.0,28.760063042,1.1315184509526777
26879,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:10.282402+00:00,1775347810282402000,165236921270083,1525,,,A,915,11,916.5,-3.0,28.760155625,1.1315184509526777
26948,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:11.054226+00:00,1775347811054226000,165237693096791,1525,,,A,926,37,926.5,-1.0,29.531982333,1.1315184509526777
26949,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:11.054329+00:00,1775347811054329000,165237693199833,1525,,,A,927,52,926.5,-1.0,29.532085375,1.1315184509526777
27358,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:16.153248+00:00,1775347816153248000,165242792132041,1650,,,A,925,37,926.5,-3.0,4.519871625,0.9556335826732244
27359,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:16.156395+00:00,1775347816156395000,165242795278791,1650,,,A,926,82,926.5,-3.0,4.523018375,0.9556335826732244
27360,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:16.156508+00:00,1775347816156508000,165242795392166,1650,,,A,926,48,926.5,-3.0,4.52313175,0.9556335826732244
27627,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:19.374309+00:00,1775347819374309000,165246013201750,1650,,,A,883,37,881.0,-4.0,7.740941334,0.9556335826732244
27632,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:19.413410+00:00,1775347819413410000,165246052303250,1650,,,A,883,45,881.5,-3.0,7.780042834,0.9556335826732244
27633,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:19.413528+00:00,1775347819413528000,165246052421375,1650,,,A,880,7,881.5,-3.0,7.780160959,0.9556335826732244
27650,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:19.553073+00:00,1775347819553073000,165246191965666,1650,,,A,877,37,871.0,-12.0,7.91970525,0.9556335826732244
27655,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:19.582987+00:00,1775347819582987000,165246221879416,1650,,,A,877,45,871.5,-11.0,7.949619,0.9556335826732244
27656,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:19.583175+00:00,1775347819583175000,165246222068041,1650,,,A,871,7,871.5,-11.0,7.949807625,0.9556335826732244
27662,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:19.614818+00:00,1775347819614818000,165246253711875,1650,,,A,871,30,869.0,-4.0,7.981451459,0.9556335826732244
27663,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:19.614917+00:00,1775347819614917000,165246253810916,1650,,,A,870,37,869.0,-4.0,7.9815505,0.9556335826732244
27669,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:19.650817+00:00,1775347819650817000,165246289710791,1650,,,A,870,15,869.0,-2.0,8.017450375,0.9556335826732244
27670,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:19.650990+00:00,1775347819650990000,165246289884000,1650,,,A,869,67,869.0,-2.0,8.017623584,0.9556335826732244
27679,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:19.781511+00:00,1775347819781511000,165246420404875,1650,,,A,868,37,860.5,-15.0,8.148144459,0.9556335826732244
27684,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:19.814345+00:00,1775347819814345000,165246453239208,1650,,,A,868,45,861.0,-14.0,8.180978792,0.9556335826732244
27685,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:19.814474+00:00,1775347819814474000,165246453368250,1650,,,A,857,7,861.0,-14.0,8.181107834,0.9556335826732244
27691,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:19.865991+00:00,1775347819865991000,165246504885541,1650,,,A,857,30,856.0,-2.0,8.232625125,0.9556335826732244
27692,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:19.869135+00:00,1775347819869135000,165246508029250,1650,,,A,856,37,856.0,-2.0,8.235768834,0.9556335826732244
27698,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:19.917746+00:00,1775347819917746000,165246556640250,1650,,,A,856,15,856.0,0.0,8.284379834,0.9556335826732244
27705,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:19.965491+00:00,1775347819965491000,165246604384708,1650,,,A,854,37,844.0,-20.0,8.332124292,0.9556335826732244
27710,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:19.994349+00:00,1775347819994349000,165246633243000,1650,,,A,854,45,844.5,-19.0,8.360982584,0.9556335826732244
27711,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:19.994484+00:00,1775347819994484000,165246633378666,1650,,,A,845,7,844.5,-19.0,8.36111825,0.9556335826732244
27717,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:20.038039+00:00,1775347820038039000,165246676934041,1650,,,A,845,30,840.5,-9.0,8.404673625,0.9556335826732244
27718,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:20.041166+00:00,1775347820041166000,165246680060791,1650,,,A,844,37,840.5,-9.0,8.407800375,0.9556335826732244
27724,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:20.096656+00:00,1775347820096656000,165246735550791,1650,,,A,844,15,840.5,-7.0,8.463290375,0.9556335826732244
27725,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:20.099741+00:00,1775347820099741000,165246738636333,1650,,,A,843,67,840.5,-7.0,8.466375917,0.9556335826732244
27731,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:20.186217+00:00,1775347820186217000,165246825111708,1650,,,A,842,37,827.5,-29.0,8.552851292,0.9556335826732244
27736,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:20.227472+00:00,1775347820227472000,165246866367333,1650,,,A,842,45,828.0,-28.0,8.594106917,0.9556335826732244
27737,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:20.227591+00:00,1775347820227591000,165246866486250,1650,,,A,826,7,828.0,-28.0,8.594225834,0.9556335826732244
27743,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:20.273672+00:00,1775347820273672000,165246912567666,1650,,,A,826,30,820.5,-11.0,8.64030725,0.9556335826732244
27744,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:20.273786+00:00,1775347820273786000,165246912680916,1650,,,A,825,37,820.5,-11.0,8.6404205,0.9556335826732244
27750,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:20.320447+00:00,1775347820320447000,165246959342791,1650,,,A,825,15,820.5,-9.0,8.687082375,0.9556335826732244
27751,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:20.320550+00:00,1775347820320550000,165246959445791,1650,,,A,824,67,820.5,-9.0,8.687185375,0.9556335826732244
27758,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:20.392827+00:00,1775347820392827000,165247031722791,1650,,,A,823,37,805.0,-36.0,8.759462375,0.9556335826732244
27763,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:20.425929+00:00,1775347820425929000,165247064824541,1650,,,A,823,45,805.5,-35.0,8.792564125,0.9556335826732244
27764,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:20.426064+00:00,1775347820426064000,165247064959333,1650,,,A,805,7,805.5,-35.0,8.792698917,0.9556335826732244
27770,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:20.457219+00:00,1775347820457219000,165247096114791,1650,,,A,805,30,797.0,-16.0,8.823854375,0.9556335826732244
27771,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:20.457323+00:00,1775347820457323000,165247096219041,1650,,,A,804,37,797.0,-16.0,8.823958625,0.9556335826732244
27777,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:20.487853+00:00,1775347820487853000,165247126748416,1650,,,A,804,15,797.0,-14.0,8.854488,0.9556335826732244
27778,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:20.487949+00:00,1775347820487949000,165247126845416,1650,,,A,803,67,797.0,-14.0,8.854585,0.9556335826732244
27784,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:20.566853+00:00,1775347820566853000,165247205748416,1650,,,A,802,37,775.0,-54.0,8.933488,0.9556335826732244
27789,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:20.611143+00:00,1775347820611143000,165247250039083,1650,,,A,802,45,775.5,-53.0,8.977778667,0.9556335826732244
27790,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:20.611279+00:00,1775347820611279000,165247250175125,1650,,,A,779,7,775.5,-53.0,8.977914709,0.9556335826732244
27796,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:20.660502+00:00,1775347820660502000,165247299397916,1650,,,A,779,30,764.5,-29.0,9.0271375,0.9556335826732244
27797,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:20.663637+00:00,1775347820663637000,165247302533000,1650,,,A,778,37,764.5,-29.0,9.030272584,0.9556335826732244
27803,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:20.715458+00:00,1775347820715458000,165247354354500,1650,,,A,778,15,764.5,-27.0,9.082094084,0.9556335826732244
27805,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:20.727742+00:00,1775347820727742000,165247366638583,1650,,,A,777,67,764.5,-27.0,9.094378167,0.9556335826732244
27811,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:20.788769+00:00,1775347820788769000,165247427665083,1650,,,A,776,37,762.5,-27.0,9.155404667,0.9556335826732244
27816,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:20.827300+00:00,1775347820827300000,165247466196916,1650,,,A,776,45,763.0,-26.0,9.1939365,0.9556335826732244
28570,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:30.155203+00:00,1775347830155203000,165256794125250,1725,,,A,749,37,751.0,-4.0,18.521864834,0.9556335826732244
28571,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:30.155323+00:00,1775347830155323000,165256794244458,1725,,,A,750,52,751.0,-4.0,18.521984042,0.9556335826732244
28572,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:30.155422+00:00,1775347830155422000,165256794344250,1725,,,A,751,67,751.0,-4.0,18.522083834,0.9556335826732244
28573,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:30.155521+00:00,1775347830155521000,165256794442666,1725,,,A,752,11,751.0,-4.0,18.52218225,0.9556335826732244
29063,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:36.277954+00:00,1775347836277954000,165262916891375,1725,,,A,740,37,738.5,-3.0,24.644630959,0.9556335826732244
29064,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:36.281138+00:00,1775347836281138000,165262920076750,1725,,,A,739,52,738.5,-3.0,24.647816334,0.9556335826732244
29065,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:36.281266+00:00,1775347836281266000,165262920204500,1725,,,A,738,67,738.5,-3.0,24.647944084,0.9556335826732244
29066,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:36.281379+00:00,1775347836281379000,165262920317291,1725,,,A,737,11,738.5,-3.0,24.648056875,0.9556335826732244
29879,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:46.235018+00:00,1775347846235018000,165272873983250,1725,,,A,753,37,755.0,-4.0,34.601722834,0.9556335826732244
29880,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:46.235328+00:00,1775347846235328000,165272874293125,1725,,,A,754,52,755.0,-4.0,34.602032709,0.9556335826732244
29881,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:46.235461+00:00,1775347846235461000,165272874426041,1725,,,A,755,78,755.0,-4.0,34.602165625,0.9556335826732244
31475,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:05.966972+00:00,1775347865966972000,165292605990625,1900,,,A,751,37,749.5,-3.0,54.333730209,0.9556335826732244
31476,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:05.967108+00:00,1775347865967108000,165292606126333,1900,,,A,750,52,749.5,-3.0,54.333865917,0.9556335826732244
31477,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:05.967225+00:00,1775347865967225000,165292606243291,1900,,,A,749,67,749.5,-3.0,54.333982875,0.9556335826732244
31478,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:05.967323+00:00,1775347865967323000,165292606341416,1900,,,A,748,11,749.5,-3.0,54.334081,0.9556335826732244
32001,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:12.447643+00:00,1775347872447643000,165299086679166,1950,,,A,741,37,741.0,0.0,0.453438958,1.1666919426013953
32083,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:13.424177+00:00,1775347873424177000,165300063215916,1950,,,A,734,37,733.5,-1.0,1.429975708,1.1666919426013953
32084,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:13.424284+00:00,1775347873424284000,165300063322541,1950,,,A,733,52,733.5,-1.0,1.430082333,1.1666919426013953
32169,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:14.442506+00:00,1775347874442506000,165301081547041,1950,,,A,750,37,752.0,-4.0,2.448306833,1.1666919426013953
32174,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:14.466812+00:00,1775347874466812000,165301105853083,1950,,,A,751,52,752.0,-2.0,2.472612875,1.1666919426013953
32179,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:14.494265+00:00,1775347874494265000,165301133306416,1950,,,A,751,30,751.5,-1.0,2.500066208,1.1666919426013953
32180,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:14.494362+00:00,1775347874494362000,165301133403500,1950,,,A,751,37,751.5,-1.0,2.500163292,1.1666919426013953
32185,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:14.528182+00:00,1775347874528182000,165301167223958,1950,,,A,751,15,751.0,0.0,2.53398375,1.1666919426013953
32195,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:14.711976+00:00,1775347874711976000,165301351018416,1950,,,A,753,37,756.5,-7.0,2.717778208,1.1666919426013953
32200,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:14.760982+00:00,1775347874760982000,165301400024625,1950,,,A,753,45,756.0,-6.0,2.766784417,1.1666919426013953
32213,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:14.855502+00:00,1775347874855502000,165301494544500,1950,,,A,765,37,766.5,-3.0,2.861304292,1.1666919426013953
32218,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:14.889143+00:00,1775347874889143000,165301528185416,1950,,,A,765,45,766.0,-2.0,2.894945208,1.1666919426013953
32234,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:15.043274+00:00,1775347875043274000,165301682316625,1950,,,A,771,37,774.0,-6.0,3.049076417,1.1666919426013953
32239,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:15.073880+00:00,1775347875073880000,165301712922708,1950,,,A,771,45,773.5,-5.0,3.0796825,1.1666919426013953
32240,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:15.073979+00:00,1775347875073979000,165301713021916,1950,,,A,776,7,773.5,-5.0,3.079781708,1.1666919426013953
32256,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:15.262283+00:00,1775347875262283000,165301901326625,1950,,,A,779,37,784.0,-10.0,3.268086417,1.1666919426013953
32261,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:15.314407+00:00,1775347875314407000,165301953450750,1950,,,A,779,45,783.5,-9.0,3.320210542,1.1666919426013953
32262,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:15.314507+00:00,1775347875314507000,165301953550666,1950,,,A,785,7,783.5,-9.0,3.320310458,1.1666919426013953
32268,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:15.348359+00:00,1775347875348359000,165301987403291,1950,,,A,785,30,786.0,-2.0,3.354163083,1.1666919426013953
32269,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:15.348458+00:00,1775347875348458000,165301987501958,1950,,,A,786,37,786.0,-2.0,3.35426175,1.1666919426013953
32275,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:15.378968+00:00,1775347875378968000,165302018011625,1950,,,A,786,15,786.0,0.0,3.384771417,1.1666919426013953
32283,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:15.445336+00:00,1775347875445336000,165302084380541,1950,,,A,788,37,791.5,-7.0,3.451140333,1.1666919426013953
32288,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:15.470103+00:00,1775347875470103000,165302109147375,1950,,,A,788,45,791.0,-6.0,3.475907167,1.1666919426013953
32301,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:15.791406+00:00,1775347875791406000,165302430450416,1950,,,A,800,37,805.0,-10.0,3.797210208,1.1666919426013953
32306,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:15.855989+00:00,1775347875855989000,165302495033916,1950,,,A,800,45,804.5,-9.0,3.861793708,1.1666919426013953
32307,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:15.859171+00:00,1775347875859171000,165302498216500,1950,,,A,803,7,804.5,-9.0,3.864976292,1.1666919426013953
32313,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:15.898978+00:00,1775347875898978000,165302538023041,1950,,,A,803,30,805.5,-5.0,3.904782833,1.1666919426013953
32314,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:15.899078+00:00,1775347875899078000,165302538123250,1950,,,A,804,37,805.5,-5.0,3.904883042,1.1666919426013953
32320,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:15.939013+00:00,1775347875939013000,165302578058625,1950,,,A,804,15,805.5,-3.0,3.944818417,1.1666919426013953
32321,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:15.939110+00:00,1775347875939110000,165302578155458,1950,,,A,805,67,805.5,-3.0,3.94491525,1.1666919426013953
32330,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:16.013162+00:00,1775347876013162000,165302652208041,1950,,,A,806,37,815.5,-19.0,4.018967833,1.1666919426013953
32336,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:16.058997+00:00,1775347876058997000,165302698042666,1950,,,A,806,45,815.0,-18.0,4.064802458,1.1666919426013953
32337,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:16.059092+00:00,1775347876059092000,165302698138083,1950,,,A,818,7,815.0,-18.0,4.064897875,1.1666919426013953
32343,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:16.101861+00:00,1775347876101861000,165302740907041,1950,,,A,818,30,820.5,-5.0,4.107666833,1.1666919426013953
32344,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:16.101955+00:00,1775347876101955000,165302741000833,1950,,,A,819,37,820.5,-5.0,4.107760625,1.1666919426013953
32350,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:16.144865+00:00,1775347876144865000,165302783911000,1950,,,A,819,15,820.5,-3.0,4.150670792,1.1666919426013953
32351,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:16.148116+00:00,1775347876148116000,165302787161625,1950,,,A,820,67,820.5,-3.0,4.153921417,1.1666919426013953
32358,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:16.212977+00:00,1775347876212977000,165302852022750,1950,,,A,821,37,829.0,-16.0,4.218782542,1.1666919426013953
32363,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:16.246815+00:00,1775347876246815000,165302885861625,1950,,,A,821,45,828.5,-15.0,4.252621417,1.1666919426013953
32364,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:16.246911+00:00,1775347876246911000,165302885956875,1950,,,A,833,7,828.5,-15.0,4.252716667,1.1666919426013953
32370,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:16.292907+00:00,1775347876292907000,165302931953708,1950,,,A,833,30,834.0,-2.0,4.2987135,1.1666919426013953
32371,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:16.293006+00:00,1775347876293006000,165302932052291,1950,,,A,834,37,834.0,-2.0,4.298812083,1.1666919426013953
32377,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:16.335714+00:00,1775347876335714000,165302974760291,1950,,,A,834,15,834.0,0.0,4.341520083,1.1666919426013953
32383,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:16.385025+00:00,1775347876385025000,165303024071708,1950,,,A,836,37,843.5,-15.0,4.3908315,1.1666919426013953
32388,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:11:16.409349+00:00,1775347876409349000,165303048396208,1950,,,A,836,45,843.0,-14.0,4.415156,1.1666919426013953
